Rank,IAAF Points,Distance,Finish Time,Joggler,Gender,Nationality,Date,Drops,Notes / Result Links
638,172,3b 800m,0:03:20.90,Sarah Earl,F,0,25/07/2015,?,IJA Database
639,172,3b 400m,0:01:06.40,Jason Matkowksi,M,0,21/07/2012,?,IJA Database
640,172,3b 800m,0:03:20.00,Heather Marriott,F,USA,15/07/2008,?,https://dev.juggle.org/history/champs/champs2008.php
641,172,3b 400m,0:01:06.50,Perry Romanowski,M,USA,15/07/2008,?,https://dev.juggle.org/history/champs/champs2008.php
642,172,3b 400m,0:01:06.69,Jamie Whoolery,M,0,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
643,172,3b 400m,0:01:06.20,Ben Schoenberg,M,0,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
644,172,3b 400m,0:01:06.00,Barry Goldmeier,M,USA,19/07/1995,?,https://dev.juggle.org/history/champs/champs1995.php
645,172,3b 400m,0:01:06.80,Barry Goldmeier,M,USA,21/07/1990,?,http://www.juggling.org/orgs/ija/champs.txt
646,172,3b 5km,0:19:51.00,David Marcias,M,0,17/07/1982,?,http://www.juggling.org/orgs/ija/champs.txt
647,172,3b 400m,0:01:06.30,Sterling Franklin,M,USA,2022,?,IJA Database
648,171,3b Mile,0:05:45.00,Chris Edwin,M,GBR,21/04/2024,0,Manually recorded
649,170,3b 5km,0:19:52.00,Mike Hebebrand,M,USA,17/07/2002,?,https://dev.juggle.org/history/champs/champs2002.php
650,170,3b 5km,0:19:52.40,Billy Gillen,M,USA,18/07/1987,?,http://www.juggling.org/orgs/ija/champs.txt
651,169,3b 5km,0:19:53.00,James McDiarmid,M,GBR,16/09/2023,?,https://www.parkrun.org.uk/holyrood/results/56/
652,168,3b 5km,0:19:54.00,Mike Hebebrand,M,USA,19/07/1995,?,https://dev.juggle.org/history/champs/champs1995.php
653,167,3b Mile,0:05:46.00,Reese Edwards,M,0,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
654,167,3b Mile,0:05:46.00,Mark Kolbus,M,0,24/07/1993,?,http://www.juggling.org/orgs/ija/champs.txt
655,166,3b 800m,0:02:33.00,Len Ferman,M,USA,21/07/2012,?,IJA Database
656,165,3b 5km,0:27:28.00,Katie Burgess,F,0,15/07/2024,?,IJA Database
657,165,3b 800m,0:03:21.00,Summer Cooper,F,USA,22/07/2023,?,IJA Database
658,165,3b 800m,0:03:21.30,Sarah Earl,F,0,02/08/2014,?,IJA Database
659,164,3b 5km,0:19:57.00,James McDiarmid,M,GBR,30/09/2023,?,https://www.facebook.com/torveanparkrun/videos/695705485378377  https://www.parkrun.org.uk/torvean/results/105/
660,164,3b 5km,0:19:57.00,Jordan Evans,M,GBR,30/09/2017,?,https://www.strava.com/activities/1208265120
661,163,3b Marathon,3:31:11.00,Joe Salter,M,USA,22/11/2009,?,
662,162,3b Mile,0:05:47.00,Tim Ebersole,M,USA,21/07/2021,?,https://falconracetiming.com/racetimes/Harrisburg%20Mile%20Overall%202021.htm
663,162,3b 400m,0:01:28.50,Rebecca Moore,F,0,15/07/2017,?,IJA Database
664,162,3b Mile,0:05:47.80,Bill Giduz,M,USA,22/07/1989,?,http://www.juggling.org/orgs/ija/champs.txt
665,162,3b Mile,0:05:47.00,Andrew Head,M,0,20/07/1985,?,http://www.juggling.org/orgs/ija/champs.txt
666,162,3b 5km,0:19:58.60,Daniel Raum,M,AUT,2022,?,IJA Database
667,161,3b 5km,0:19:59.00,Richard Ross,M,USA,27/06/2019,?,https://www.instagram.com/p/BzQTDEWhe-X/  https://newenglandruns.com/race-results/st-peters-fiesta-5k/?date=2019-06-27&result=43122&bib=ross&gender=&division=&order_by=finish_time&order=ASC
668,161,3b Half Marathon,1:36:00.60,Daniel Raum,M,AUT,2025,?,IJA Database
669,160,3b 5km,0:20:00.77,Troy Fitzgerald,M,0,25/07/2015,?,http://www.juggling.org/orgs/ija/champs.txt
670,160,3b 5km,0:20:00.00,Billy Watson,M,0,20/07/2011,?,IJA Database
671,158,3b 100m,0:00:18.29,Christina-Anna Senser,F,DEU,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
672,158,3b 100m,0:00:18.29,Tamara Maul,F,DEU,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
673,158,3b 100m,0:00:18.69,Verena Rau,F,DEU,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
674,158,3b 100m,0:00:18.38,Tamara Maul,F,DEU,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
675,158,3b 100m,0:00:18.38,Tamara Maul,F,DEU,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
676,158,3b 100m,0:00:18.56,Tamara Maul,F,DEU,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
677,158,3b 100m,0:00:18.88,Tamara Maul,F,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
678,158,3b 100m,0:00:18.97,Tamara Maul,F,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
679,158,3b 100m,0:00:18.41,Tamara Maul,F,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
680,158,3b 100m,0:00:18.34,Christina-Anna Senser,F,DEU,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
681,158,3b 5km,0:20:01.00,James McDiarmid,M,GBR,17/12/2023,0,https://www.instagram.com/p/C09KG53t49D/
682,158,3b 5km,0:20:01.00,James McDiarmid,M,GBR,09/09/2023,0,https://www.parkrun.org.uk/holyrood/results/55/
683,158,3b 100m,0:00:18.76,Kaylin Meyers,F,USA,22/07/2023,?,IJA Database
684,158,3b 100m,0:00:18.50,Gabrielle Foran,F,CAN,24/07/2018,?,IJA Database
685,158,3b 100m,0:00:18.27,Gabrielle Foran,F,CAN,15/07/2017,?,IJA Database
686,158,3b 100m,0:00:18.50,Laura Schroeder,F,0,15/07/2017,?,IJA Database
687,158,3b 100m,0:00:18.87,Joanne Swaim,F,0,25/07/2015,?,http://www.juggling.org/orgs/ija/champs.txt
688,158,3b 100m,0:00:18.91,Joanne Swaim,F,0,25/07/2015,?,http://www.juggling.org/orgs/ija/champs.txt
689,158,3b 100m,0:00:18.99,Katie Burgess,F,0,25/07/2015,?,IJA Database
690,158,3b 100m,0:00:18.60,Heather Marriott,F,USA,02/08/2014,?,IJA Database
691,158,3b Half Marathon,1:36:15.00,Ivan Schleppenbach,M,USA,21/06/2014,?,https://www.mtecresults.com/runner/show?race=2165&rid=11928
692,158,3b 100m,0:00:18.40,Maggie Armstrong,F,0,21/07/2012,?,IJA Database
693,158,3b 100m,0:00:18.90,Riga Moettus,F,USA,21/07/2012,?,IJA Database
694,158,3b 100m,0:00:18.85,Hannah Stoehr,F,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
695,158,3b 100m,0:00:18.85,Taylor Glenn,F,USA,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
696,158,3b 5km,0:20:01.00,Tosch Roy,M,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
697,158,3b 100m,0:00:18.60,Joanne Swaim,F,0,30/07/1999,?,IJA Database
698,158,3b 100m,0:00:18.30,Becky Provance,F,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
699,158,3b 100m,0:00:18.80,Kelsey Deutch,F,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
700,158,3b 100m,0:00:18.60,Laura Provance,F,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
701,158,3b 100m,0:00:18.30,Laura Green,F,0,22/07/1989,?,http://www.juggling.org/orgs/ija/champs.txt
702,158,3b Marathon,3:32:00.00,Mike Hebebrand,M,USA,05/03/1989,10,https://www.latimes.com/archives/la-xpm-1989-04-24-me-1750-story.html
703,158,3b 100m,0:00:18.80,Sandy Brown,F,0,16/07/1988,?,http://www.juggling.org/orgs/ija/champs.txt
704,157,3b 5km,0:20:02.00,Scott Jenkins,M,GBR,02/05/2026,0,https://www.parkrun.org.uk/livingston/results/467/
705,157,3b 5km,0:27:39.00,Karly Swaim,F,USA,01/05/2024,0,https://runsignup.com/Race/Results/32546/IndividualResult/HhNT?resultSetId=453827#U87313877
706,157,3b Marathon,3:32:10.00,Erick Sells,M,USA,12/08/2023,?,https://my.raceresult.com/256528/#11_EA305B  https://www.strava.com/activities/9635073806/overview
707,157,3b Mile,0:05:48.00,Mark Kolbus,M,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
708,157,3b Mile,0:05:48.20,Albert Lucas,M,USA,13/08/1994,?,https://dev.juggle.org/history/champs/champs1994.php
709,157,3b Mile,0:05:48.00,Mickey Campaniello,M,0,26/07/1986,?,http://www.juggling.org/orgs/ija/champs.txt
710,155,3b 5km,0:27:41.00,Ingrid Vukusic,F,0,15/07/2025,?,IJA Database
711,155,3b Half Marathon,1:36:24.00,Abraham Wirtz,M,DEU,29/06/2025,?,https://www.chiplauf.de/en/events/39-int-trierer-stadtlauf-2025/results?d=4952&sort=&s=Wirtz
712,155,3b 5km,0:27:42.04,Laurie Young,F,0,25/07/2015,?,http://www.juggling.org/orgs/ija/champs.txt
713,155,3b 800m,0:02:34.00,Sterling Franklin,M,USA,2022,?,IJA Database
714,154,3b 5km,0:20:04.00,Scott Jenkins,M,GBR,24/05/2025,0,https://www.parkrun.ca/victoriaparkbeachcobourg/results/4/  https://www.strava.com/activities/14579998402
715,154,3b 5km,0:20:04.00,Sterling Franklin,M,USA,15/07/2024,?,IJA Database
716,154,3b Half Marathon,1:36:28.00,Tim Ebersole,M,USA,11/09/2022,?,https://runsignup.com/Race/Results/15430#resultSetId-336858;perpage:100
717,154,3b 5km,0:27:43.00,Karly Swaim,F,USA,12/06/2022,?,https://runsignup.com/Race/Results/46903/IndividualResult/SBRs?resultSetId=322635#U21578490
718,154,3b 10km,0:59:18.00,EJ Coldham,F,GBR,19/12/2021,?,https://results.runthrough.co.uk/results.aspx?CId=16487&RId=4574&EId=2&dt=0&PageNo=4&adv=0
719,153,3b 5km,0:20:05.00,Brady Xue,M,USA,29/09/2024,0,https://my.racewire.com/finishercertificate/export/9555807
720,153,3b 200m,0:00:30.38,Sterling Franklin,M,USA,11/07/2024,?,IJA Database
721,153,3b Half Marathon,1:36:35.00,Tim Ebersole,M,USA,13/06/2021,?,https://www.pretzelcitysports.com/wp-content/uploads/2021/06/21-dd-half-results.pdf
722,153,3b 200m,0:00:30.06,Tyler Wishau,M,USA,20/07/2011,?,IJA Database
723,153,3b 200m,0:00:30.90,Tim Hark,M,0,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
724,153,3b 200m,0:00:30.50,Tyler Wishau,M,USA,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
725,153,3b 200m,0:00:30.76,Tyler Wishau,M,USA,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
726,153,3b 200m,0:00:30.60,Sam Hartford,M,0,17/07/2002,?,https://dev.juggle.org/history/champs/champs2002.php
727,153,3b 200m,0:00:30.08,Barry Goldmeier,M,USA,27/05/2001,?,https://www.flashresults.com/2001_Meets/outdoor/pre/pre.htm
728,153,3b 200m,0:00:30.69,Jamie Whoolery,M,0,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
729,153,3b 200m,0:00:30.87,Samuel Dean,M,USA,2023,?,IJA Database
730,152,3b 5km,0:20:06.00,Scott Jenkins,M,GBR,20/06/2026,1,https://www.parkrun.org.uk/oriam/results/251/
731,152,3b 5km,0:20:06.91,Clarke McFarlane,M,0,18/07/1987,?,http://www.juggling.org/orgs/ija/champs.txt
732,150,3b 5km,0:20:07.00,James McDiarmid,M,GBR,18/05/2024,1,https://www.parkrun.org.uk/palaceriggcountry/results/84/
733,150,3b 5km,0:20:07.00,Billy Gillen,M,USA,23/07/1983,?,http://www.juggling.org/orgs/ija/champs.txt
734,149,3b 5km,0:20:08.00,John Kilgust,M,0,21/07/1990,?,http://www.juggling.org/orgs/ija/champs.txt
735,148,3b 5km,0:20:09.00,Michel Lauziere,M,CAN,23/07/1983,?,http://www.juggling.org/orgs/ija/champs.txt
736,147,3b 400m,0:01:07.00,Dominic Lodge,M,GBR,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
737,147,3b 400m,0:01:29.91,Tamara Maul,F,DEU,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
738,147,3b 400m,0:01:07.00,Mark Fiore,M,USA,09/08/2025,?,EJC results in Joggler's United Group
739,147,3b 10km,0:43:41.00,Easton Smith,M,USA,15/07/2025,?,IJA Database
740,147,3b 400m,0:01:07.76,Jan Nowosad,M,POL,30/07/2023,?,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
741,147,3b 1000m,0:03:23.20,Aaron Scott,M,USA,29/06/2019,?,IJA Database
742,147,3b 400m,0:01:07.21,Ben Schoenberg,M,0,25/07/2015,?,http://www.juggling.org/orgs/ija/champs.txt
743,147,3b 400m,0:01:07.90,Chris Lovdal,M,USA,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
744,147,3b 400m,0:01:29.00,Lauren Rice,F,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
745,147,3b 400m,0:01:29.90,Bronwyn Neeser,F,0,13/07/2004,?,https://dev.juggle.org/history/champs/champs2004.php
746,147,3b 400m,0:01:07.20,Nicholas Souren,M,0,17/07/2002,?,https://dev.juggle.org/history/champs/champs2002.php
747,147,3b 400m,0:01:07.40,Curt Hoffman,M,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
748,147,3b 400m,0:01:07.50,Paul Arneberg,M,0,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
749,147,3b 400m,0:01:07.40,Ben Schoenberg,M,0,24/07/1993,?,http://www.juggling.org/orgs/ija/champs.txt
750,147,3b 400m,0:01:07.10,Sean McKinney,M,0,24/07/1993,?,http://www.juggling.org/orgs/ija/champs.txt
751,146,3b 5km,0:20:10.00,Scott Jenkins,M,GBR,18/03/2023,0,https://www.strava.com/activities/8733520825
752,145,3b 5km,0:20:11.00,Jake Lodge,M,GBR,26/08/2023,2,https://www.parkrun.org.uk/robertspark/results/95/  https://www.strava.com/activities/9722525613
753,145,3b 5km,0:20:11.00,James McDiarmid,M,GBR,22/07/2023,0,https://www.parkrun.org.uk/holyrood/results/48/?utm_medium=email&utm_source=resultsemail&utm_campaign=systememail
754,145,3b 5km,0:20:11.00,Paul Williams,M,0,18/07/1981,?,https://dev.juggle.org/history/champs/champs1981.php
755,144,3b 800m,0:02:35.14,Nathan Nard,M,0,11/07/2024,?,IJA Database
756,144,3b 800m,0:02:35.20,Sterling Franklin,M,USA,22/07/2023,?,IJA Database
757,144,3b 800m,0:02:35.90,Ben Fry,M,0,25/07/2015,?,IJA Database
758,144,3b 800m,0:02:35.30,Jamie Whoolery,M,0,13/07/2004,?,https://dev.juggle.org/history/champs/champs2004.php
759,144,3b 5km,0:27:57.70,Kay Caskey,F,0,22/07/1989,?,http://www.juggling.org/orgs/ija/champs.txt
760,144,3b 800m,0:02:35.40,Aaron Scott,M,USA,2020,?,IJA Database
761,143,3b Mile,0:05:51.00,Andrew Swan,M,0,15/07/1998,?,IJA Database
762,143,3b Mile,0:05:51.00,Mike Thomasen,M,0,22/07/1989,?,http://www.juggling.org/orgs/ija/champs.txt
763,143,3b Mile,0:05:51.00,John Ellwanger,M,USA,16/07/1988,?,http://www.juggling.org/orgs/ija/champs.txt
764,143,3b Mile,0:05:51.70,Daniel Raum,M,AUT,2024,?,IJA Database
765,142,3b Marathon,3:34:26.00,Scott Jenkins,M,GBR,20/10/2024,0,"https://results.chronotrack.com/event/results/event/event-83087

https://www.strava.com/activities/12700244577"
766,141,3b 5km,0:20:14.00,Scott Jenkins,M,GBR,11/01/2025,1,https://www.parkrun.org.uk/meadowmill/results/211/
767,141,3b Marathon,3:34:38.00,Jordan Evans,M,GBR,15/04/2018,?,
768,141,3b 5km,0:20:14.00,Jordan Evans,M,GBR,10/06/2017,?,https://www.strava.com/activities/1029177556
769,141,3b 1500m,0:05:26.00,Bill Giduz,M,USA,18/07/1981,?,https://dev.juggle.org/history/champs/champs1981.php
770,139,3b 5km,0:20:16.00,Kacper Suchora,M,POL,18/10/2025,1,https://www.parkrun.pl/krakow/results/latestresults/
771,139,3b Marathon,3:34:58.00,Chris Edwin,M,GBR,14/04/2024,2,https://www.strava.com/activities/11179923233
772,138,3b 5km,0:20:17.00,Reese Edwards,M,0,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
773,137,3b 5km,0:28:08.00,Karly Swaim,F,USA,21/09/2024,0,https://www.instagram.com/p/DAMDATKSUyBbC1nM4SKWT7OixbMdg_0SXD7UE40/
774,137,3b 10km,0:44:00.00,Jake Lodge,M,GBR,04/02/2024,5,https://racebest.com/results/cz4xa
775,136,3b 5km,0:20:18.00,Jake Lodge,M,GBR,16/12/2023,0,https://www.parkrun.org.uk/gunnersbury/results/551/   https://www.strava.com/activities/10387513928
776,136,3b Marathon,3:35:25.00,James McDiarmid,M,GBR,01/10/2023,15,https://sportmaniacs.com/en/races/loch-ness-marathon-and-festival-of-running-2023/6519b142-5b68-4e22-930c-4560ac1f1ad9/results/athlete/2267/results
777,136,3b 5km,0:20:18.00,Scott Jenkins,M,GBR,01/04/2023,0,https://www.strava.com/activities/8811969159
778,136,3b 5km,0:20:18.00,Jordan Evans,M,GBR,04/01/2020,0,https://www.strava.com/activities/2980542307
779,136,3b 5km,0:20:18.00,Jordan Evans,M,GBR,19/08/2017,?,https://www.strava.com/activities/1140724011
780,136,3b 5km,0:20:18.40,Daniel Raum,M,AUT,2023,?,IJA Database
781,135,3b 5km,0:20:19.00,James McDiarmid,M,GBR,19/08/2023,0,https://www.parkrun.org.uk/torvean/results/99/?utm_medium=email&utm_source=resultsemail&utm_campaign=systememail
782,135,3b Marathon,3:35:36.00,Perry Romanowski,M,USA,13/04/2008,?,https://marathonview.net/result/45354889
783,134,3b 400m,0:01:30.78,Tamara Maul,F,DEU,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
784,134,3b 5km,0:20:20.00,Scott Jenkins,M,GBR,11/04/2026,0,https://www.parkrun.org.uk/cuningarloop/results/53/
785,134,3b 5km,0:20:20.00,Scott Jenkins,M,GBR,31/01/2026,0,https://www.parkrun.org.uk/linwood/results/407/
786,134,3b 400m,0:01:30.43,Kathy Glynn,F,USA,25/07/2015,?,http://www.juggling.org/orgs/ija/champs.txt
787,134,3b 400m,0:01:30.80,Sarah Earl,F,0,02/08/2014,?,IJA Database
788,134,3b 400m,0:01:30.60,Heather Marriott,F,USA,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
789,134,3b Mile,0:05:53.07,Jamie Whoolery,M,0,28/07/2001,?,https://dev.juggle.org/history/champs/champs2001.php
790,133,3b 5km,0:20:21.00,Scott Jenkins,M,GBR,07/02/2026,0,https://www.parkrun.org.uk/meadowmill/results/262/
791,133,3b Marathon,3:35:58.00,Perry Romanowski,M,USA,09/10/2011,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
792,133,3b 800m,0:02:36.27,Trey Newsome,M,USA,19/07/2005,?,https://dev.juggle.org/history/champs/champs2005.php
793,132,3b 5km,0:20:22.00,Scott Jenkins,M,GBR,18/05/2024,0,https://www.parkrun.org.uk/palaceriggcountry/results/84/
794,132,3b Half Marathon,1:37:59.00,Ivan Schleppenbach,M,USA,09/05/2015,?,https://www.mtecresults.com/runner/show?race=3013&rid=6623
795,130,4b Mile,0:05:54.13,Scott Jenkins,M,GBR,21/04/2024,0,Manually recorded by Chris Edwin
796,130,3b Mile,0:05:54.29,Robin Chestnut,M,0,25/07/2015,?,http://www.juggling.org/orgs/ija/champs.txt
797,129,3b 10km,0:44:15.00,Jordan Evans,M,GBR,30/07/2017,?,https://www.strava.com/activities/1108372759
798,128,3b 5km,0:20:25.78,Sam Wildofsky,M,0,25/07/2015,?,http://www.juggling.org/orgs/ija/champs.txt
799,128,3b 5km,0:20:25.00,Brady Xue,M,USA,2023,?,IJA Database
800,127,3b Marathon,3:37:00.00,Daniel Raum,M,AUT,17/09/2017,?,https://www.nordbayern.de/region/wei%C3%9Fenburg/den-kompletten-marathon-jongliert-1.6643622?isAmp=true
801,127,3b 5km,0:20:26.00,Erik Rain,M,0,15/07/2017,?,https://www.juggle.org/enewsletter/2017-07
802,127,3b 5km,0:20:26.80,Erik Rain,M,0,15/07/2017,?,IJA Database
803,126,3b 5km,0:28:25.00,Megan McDougall,F,AUS,04/08/2025,?,EJC results in Joggler's United Group
804,126,3b Mile,0:05:55.00,Jake Lodge,M,GBR,08/08/2023,0,https://www.strava.com/activities/9609299484
805,126,3b 5km,0:20:27.00,Richard Ross,M,USA,08/06/2014,?,https://goodmorninggloucester.files.wordpress.com/2014/06/image25.png     https://youtu.be/GoE4pZ39SAY
806,126,3b 5km,0:20:27.40,Owen Morse,M,USA,26/07/1986,?,http://www.juggling.org/orgs/ija/champs.txt
807,125,3b Marathon,3:37:17.00,Daniel Raum,M,AUT,24/04/2016,?,https://services.datasport.com/2016/lauf/zuerich/alfar.htm
808,124,3b 5km,0:20:28.00,Scott Jenkins,M,GBR,13/06/2026,2,https://www.parkrun.org.uk/auldcathie district/results/174/
809,124,3b 5km,0:20:28.00,Benjamin Balbeur,M,BEL,06/04/2025,?,"Split in the Namur marathon, https://www.instagram.com/p/DIJbAZ_Npul/ https://www.chronocompetition.com/wp-content/glive/g-live.html?f=../2025/NAMUR/BNM25.clax https://www.lavenir.net/regions/namur/2025/04/06/namur-benjamin-balbeur-boucler-son-marathon-en-jonglant-et-soffre-un-record-vers-la-fin-cetait-un-combat-3HVIO5AMONDO3M4YSKO2DORYG4/ https://www.sportograf.com/fr/event/13509/search/327"
810,124,3b 5km,0:20:28.00,James McDiarmid,M,GBR,05/08/2023,0,https://www.parkrun.org.uk/parkrunner/8560660/
811,123,3b Mile,0:07:57.00,Tamara Maul,F,DEU,08/08/2026,?,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
812,123,3b 800m,0:02:37.45,Sterling Franklin,M,USA,11/07/2024,?,IJA Database
813,123,3b 400m,0:01:08.97,Scott Jenkins,M,GBR,20/04/2024,0,Manually recorded
814,123,3b Half Marathon,1:38:41.00,Daniel Raum,M,AUT,18/05/2023,?,https://my.raceresult.com/226362/results      https://www.alphafoto.com/images.php?runID=1518&sn=596
815,123,3b 800m,0:02:37.50,Matthew Feldman,M,USA,24/07/2018,?,IJA Database
816,123,3b 800m,0:02:37.60,Cooper Williams,M,0,02/08/2014,?,IJA Database
817,123,3b 400m,0:01:08.30,Kyler McClintock,M,0,02/08/2014,?,IJA Database
818,123,3b 400m,0:01:08.20,Jared Janssen,M,0,20/07/2013,?,IJA Database
819,123,3b 400m,0:01:08.50,Dylan Waickman,M,0,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
820,123,3b 400m,0:01:08.88,Nathan Vehse,M,0,17/07/2007,?,https://dev.juggle.org/history/champs/champs2007.php
821,123,3b Mile,0:07:57.00,Julia Snyder,F,0,15/07/1998,?,IJA Database
822,123,3b Mile,0:07:57.00,Kathy Glynn,F,USA,24/07/1993,?,http://www.juggling.org/orgs/ija/champs.txt
823,123,3b 400m,0:01:08.40,Mark Kolbus,M,0,24/07/1993,?,http://www.juggling.org/orgs/ija/champs.txt
824,123,3b 400m,0:01:08.45,Mike Hout,M,USA,20/07/1991,?,http://www.juggling.org/orgs/ija/champs.txt
825,123,3b 800m,0:02:37.20,Stephan Cipra,M,DEU,2021,?,IJA Database
826,122,3b 5km,0:20:30.00,Scott Jenkins,M,GBR,27/06/2026,0,https://www.parkrun.org.uk/bushy park/results/1096/
827,122,3b 5km,0:28:31.00,Karly Swaim,F,USA,21/04/2024,0,https://www.bikesignup.com/Race/Results/77417/IndividualResult/gbFx?resultSetId=451108#U21578490
828,122,3b 5km,0:20:30.00,James McDiarmid,M,GBR,28/10/2023,2,https://www.parkrun.org.uk/holyrood/results/62/
829,122,3b Half Marathon,1:38:42.00,Tim Ebersole,M,USA,09/06/2019,17,https://www.pretzelcitysports.com/wp-content/uploads/2019/06/19-reading-dumb-half-res.pdf
830,122,3b Mile,0:05:56.00,Darin Marriott,M,USA,15/07/1998,?,IJA Database
831,122,3b Mile,0:05:56.00,Keith Baker,M,0,13/08/1994,?,https://dev.juggle.org/history/champs/champs1994.php
832,121,3b 800m,0:03:28.55,Zoe Roy,F,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
833,120,3b 5km,0:20:32.00,Scott Jenkins,M,GBR,04/07/2026,1,https://www.parkrun.org.uk/bo'ness foreshore/results/37/
834,120,3b 5km,0:20:32.00,Scott Jenkins,M,GBR,25/04/2026,1,https://www.parkrun.org.uk/polkemmet country/results/281/
835,120,3b 5km,0:20:32.00,Kacper Suchora,M,POL,15/11/2025,0,https://www.parkrun.pl/mlynowkakrolewska/results/110/
836,120,3b 10km,0:44:32.00,Tim Ebersole,M,USA,26/11/2020,?,https://resultscui.active.com/events/2020NewportTurkeyTrot
837,120,3b 400m,0:01:31.90,Elizabeth Stockbridge,F,0,15/07/2017,?,IJA Database
838,120,3b Marathon,3:38:08.00,Perry Romanowski,M,USA,10/10/2010,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
